p cnf 59 2684
6 17 29 47 53 59 0
6 17 35 41 47 53 0
6 17 35 41 47 59 0
6 17 35 41 53 59 0
6 17 35 47 53 59 0
6 17 41 47 53 59 0
6 23 29 35 41 47 0
6 23 29 35 41 53 0
6 23 29 35 41 59 0
6 23 29 35 47 53 0
6 23 29 35 47 59 0
6 23 29 35 53 59 0
6 23 29 41 47 53 0
6 23 29 41 47 59 0
6 23 29 41 53 59 0
6 23 29 47 53 59 0
6 23 35 41 47 53 0
6 23 35 41 47 59 0
6 23 35 41 53 59 0
6 23 35 47 53 59 0
6 23 41 47 53 59 0
6 29 35 41 47 53 0
6 29 35 41 47 59 0
6 29 35 41 53 59 0
6 29 35 47 53 59 0
6 29 41 47 53 59 0
6 35 41 47 53 59 0
11 17 23 29 35 41 0
11 17 23 29 35 47 0
11 17 23 29 35 53 0
11 17 23 29 35 59 0
11 17 23 29 41 47 0
11 17 23 29 41 53 0
11 17 23 29 41 59 0
11 17 23 29 47 53 0
11 17 23 29 47 59 0
11 17 23 29 53 59 0
11 17 23 35 41 47 0
11 17 23 35 41 53 0
11 17 23 35 41 59 0
11 17 23 35 47 53 0
11 17 23 35 47 59 0
11 17 23 35 53 59 0
11 17 23 41 47 53 0
11 17 23 41 47 59 0
11 17 23 41 53 59 0
11 17 23 47 53 59 0
11 17 29 35 41 47 0
11 17 29 35 41 53 0
11 17 29 35 41 59 0
11 17 29 35 47 53 0
11 17 29 35 47 59 0
11 17 29 35 53 59 0
11 17 29 41 47 53 0
11 17 29 41 47 59 0
11 17 29 41 53 59 0
11 17 29 47 53 59 0
11 17 35 41 47 53 0
11 17 35 41 47 59 0
11 17 35 41 53 59 0
11 17 35 47 53 59 0
11 17 41 47 53 59 0
11 23 29 35 41 47 0
11 23 29 35 41 53 0
11 23 29 35 41 59 0
11 23 29 35 47 53 0
11 23 29 35 47 59 0
11 23 29 35 53 59 0
11 23 29 41 47 53 0
11 23 29 41 47 59 0
11 23 29 41 53 59 0
11 23 29 47 53 59 0
11 23 35 41 47 53 0
11 23 35 41 47 59 0
11 23 35 41 53 59 0
11 23 35 47 53 59 0
11 23 41 47 53 59 0
11 29 35 41 47 53 0
11 29 35 41 47 59 0
11 29 35 41 53 59 0
11 29 35 47 53 59 0
11 29 41 47 53 59 0
11 35 41 47 53 59 0
17 23 29 35 41 47 0
17 23 29 35 41 53 0
17 23 29 35 41 59 0
17 23 29 35 47 53 0
17 23 29 35 47 59 0
17 23 29 35 53 59 0
17 23 29 41 47 53 0
17 23 29 41 47 59 0
17 23 29 41 53 59 0
17 23 29 47 53 59 0
17 23 35 41 47 53 0
17 23 35 41 47 59 0
17 23 35 41 53 59 0
17 23 35 47 53 59 0
17 23 41 47 53 59 0
17 29 35 41 47 53 0
17 29 35 41 47 59 0
17 29 35 41 53 59 0
17 29 35 47 53 59 0
17 29 41 47 53 59 0
17 35 41 47 53 59 0
23 29 35 41 47 53 0
23 29 35 41 47 59 0
23 29 35 41 53 59 0
23 29 35 47 53 59 0
23 29 41 47 53 59 0
23 35 41 47 53 59 0
29 35 41 47 53 59 0
